G06E,Computer and Electronic Product Manufacturing
G06F,Information Technology and Telecommunications
G06G,Computer and Electronic Product Manufacturing
G06J,Computer and Electronic Product Manufacturing
G06K,Information Technology and Telecommunications
G06L,Information Technology and Telecommunications
G06M,Information Technology and Telecommunications
G06N,Computer and Electronic Product Manufacturing
G06P,Computer and Electronic Product Manufacturing
G06Q,Information Technology and Telecommunications
G06T,Information Technology and Telecommunications
G07B,Information Technology and Telecommunications
G07C,Information Technology and Telecommunications
G07D,Machinery Manufacturing
G07F,Machinery Manufacturing
G07G,Machinery Manufacturing
G07K,Chemicals and Chemical-Based Products
G08B,Information Technology and Telecommunications
G08C,"Electrical Equip, Appliance and Component Manufacturing"
G08F,"Electrical Equip, Appliance and Component Manufacturing"
G08G,Information Technology and Telecommunications
G08L,Chemicals and Chemical-Based Products
G09B,Information Technology and Telecommunications
G09C,Information Technology and Telecommunications
G09D,Printing and Publishing
G09F,Printing and Publishing
G09G,Information Technology and Telecommunications
G10B,Generic Manufacturing
G10C,Non-Metal Product Manufacturing
G10D,Non-Metal Product Manufacturing
G10F,Non-Metal Product Manufacturing
G10G,Non-Metal Product Manufacturing
G10H,Non-Metal Product Manufacturing
G10K,Non-Metal Product Manufacturing
G10L,Information Technology and Telecommunications
G11B,Information Technology and Telecommunications
G11C,Information Technology and Telecommunications
G12B,Information Technology and Telecommunications
G12P,Chemicals and Chemical-Based Products
G21B,Energy (Fossil and Renewable)
G21C,Energy (Fossil and Renewable)
G21F,Energy (Fossil and Renewable)
G21G,Chemicals and Chemical-Based Products
G21H,Energy (Fossil and Renewable)
G21K,Chemicals and Chemical-Based Products
G22F,Energy (Fossil and Renewable)
G60F,Energy (Fossil and Renewable)
G64G,Energy (Fossil and Renewable)
G65D,Energy (Fossil and Renewable)
H01A,Energy (Fossil and Renewable)
H01B,Computer and Electronic Product Manufacturing
H01C,"Electrical Equip, Appliance and Component Manufacturing"
H01D,"Agribusiness, Food Processing and Technology"
H01F,"Electrical Equip, Appliance and Component Manufacturing"
H01G,"Electrical Equip, Appliance and Component Manufacturing"
H01H,"Electrical Equip, Appliance and Component Manufacturing"
H01J,"Electrical Equip, Appliance and Component Manufacturing"
H01K,"Electrical Equip, Appliance and Component Manufacturing"
H01L,"Electrical Equip, Appliance and Component Manufacturing"
H01M,Energy (Fossil and Renewable)
H01N,Energy (Fossil and Renewable)
H01P,"Electrical Equip, Appliance and Component Manufacturing"
H01Q,"Electrical Equip, Appliance and Component Manufacturing"
H01R,"Electrical Equip, Appliance and Component Manufacturing"
H01S,Generic Manufacturing
H01T,"Electrical Equip, Appliance and Component Manufacturing"
H01V,Mining
H02B,"Electrical Equip, Appliance and Component Manufacturing"
H02G,"Electrical Equip, Appliance and Component Manufacturing"
H02H,"Electrical Equip, Appliance and Component Manufacturing"
H02J,"Electrical Equip, Appliance and Component Manufacturing"
H02K,"Electrical Equip, Appliance and Component Manufacturing"
H02M,"Electrical Equip, Appliance and Component Manufacturing"
H02N,"Electrical Equip, Appliance and Component Manufacturing"
H02P,Machinery Manufacturing
H02Q,Energy (Fossil and Renewable)
H02R,Energy (Fossil and Renewable)
H02S,Energy (Fossil and Renewable)
H03B,"Electrical Equip, Appliance and Component Manufacturing"
H03C,"Electrical Equip, Appliance and Component Manufacturing"
H03D,"Electrical Equip, Appliance and Component Manufacturing"
H03F,Information Technology and Telecommunications
H03G,Information Technology and Telecommunications
H03H,Information Technology and Telecommunications
H03K,Information Technology and Telecommunications
H03L,Information Technology and Telecommunications
H03M,Information Technology and Telecommunications
H04B,Information Technology and Telecommunications
H04C,Information Technology and Telecommunications
H04G,Information Technology and Telecommunications
H04H,Information Technology and Telecommunications
H04I,Information Technology and Telecommunications
H04J,Information Technology and Telecommunications
H04K,Information Technology and Telecommunications
H04L,Information Technology and Telecommunications
H04M,Information Technology and Telecommunications
H04N,Information Technology and Telecommunications
H04Q,Information Technology and Telecommunications
H04R,Information Technology and Telecommunications
H04W,Information Technology and Telecommunications
H05B,"Electrical Equip, Appliance and Component Manufacturing"
H05F,"Electrical Equip, Appliance and Component Manufacturing"
H05G,"Electrical Equip, Appliance and Component Manufacturing"
H05H,"Electrical Equip, Appliance and Component Manufacturing"
H05K,"Electrical Equip, Appliance and Component Manufacturing"
H05V,Information Technology and Telecommunications
H06F,Unknown
H07K,Unknown
H07M,Unknown
H08H,Unknown
H09M,Unknown
H10J,Unknown
H10L,Unknown
H20K,Unknown
H43D,Unknown
H47G,Unknown
H47J,Unknown
H61K,Unknown
H63H,Unknown
HO5B,Unknown
L02F,Unknown
L04C,Unknown
P23P,Unknown
P23Q,Unknown
Q06Q,Unknown
R02D,Unknown
